Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Transaction_Frequency,Amount_ZScore,Is_Night_Transaction,Transaction_Velocity,Location_Anomaly,Transaction_Acceleration,Device_Anomaly
T1393,3038,4555.43,POS Payment,10.0,Mobile,,4,109,6,Net Banking,0.09174311926605505,0.9392107536345798,0,1.651376146788991,1,0.8571428571428571,1
T6015,1559,4596.78,POS Payment,8.0,Desktop,Miami,4,46,12,Net Banking,0.43478260869565216,1.6034279372790272,0,7.826086956521738,1,1.4906832298136645,1
T39217,1868,4678.95,Bank Transfer,14.0,Mobile,Houston,1,26,5,Credit Card,0.7307692307692307,1.3961193682792519,0,5.0,1,0.48717948717948717,1
T14464,3896,4115.66,Bank Transfer,15.0,Desktop,New York,3,81,10,Debit Card,0.25925925925925924,-0.08694000363727872,0,3.7037037037037033,1,1.2209302325581397,1
T4549,4741,1138.35,Bank Transfer,9.0,Tablet,Houston,3,43,1,Credit Card,0.37209302325581395,-0.7259929076325337,0,0.6976744186046512,1,0.11940298507462686,1
T34864,3887,312.89,POS Payment,,Tablet,Chicago,1,43,1,UPI,0.27906976744186046,-1.4532652749985207,0,0.6976744186046512,1,0.1518987341772152,1
T22047,1287,3669.45,Online Purchase,1.0,Tablet,San Francisco,1,6,8,,2.3333333333333335,0.5152014959059072,1,8.0,1,1.2584269662921348,1
T6883,1049,,Bill Payment,12.0,Tablet,Houston,3,98,13,Net Banking,0.11224489795918367,,0,3.979591836734694,1,1.4895833333333335,1
T20920,4249,1498.21,ATM Withdrawal,1.0,Unknown Device,Chicago,3,19,10,UPI,0.7894736842105263,-0.3155833931198316,1,10.0,1,1.2396694214876034,1
T39661,3534,1196.3,ATM Withdrawal,9.0,Tablet,San Francisco,3,108,14,,0.12037037037037036,-1.154292565230444,0,3.888888888888889,1,1.8383838383838385,1
T46722,3848,1772.66,POS Payment,13.0,Mobile,New York,0,23,14,Net Banking,0.5652173913043478,0.12001741476350995,0,14.0,1,2.0,1
T26935,3530,577.38,Bill Payment,7.0,Mobile,Boston,4,17,12,Invalid Method,0.8235294117647058,-0.9533550521324378,0,12.0,1,1.6,1
T23097,2967,2206.99,Bank Transfer,19.0,Mobile,Miami,2,88,2,Debit Card,0.20454545454545456,-0.2591781409177585,0,0.6818181818181819,1,0.288,1
T6989,3707,609.42,POS Payment,9.0,Mobile,Los Angeles,3,48,4,Invalid Method,0.1875,-1.1948032071139547,0,2.5,1,0.6,1
T9124,2808,4703.1,Bank Transfer,17.0,Tablet,Houston,2,45,1,Debit Card,0.3111111111111111,1.525784112961831,0,0.6666666666666666,1,0.13333333333333333,1
T6206,4010,920.07,POS Payment,2.0,Unknown Device,Boston,3,6,7,Invalid Method,2.5,-1.1932865881410941,1,7.0,1,1.0194174757281553,1
T4403,4136,4749.79,Bill Payment,14.0,Tablet,Houston,0,73,13,Net Banking,0.2054794520547945,1.4186321482136892,0,5.342465753424658,1,1.5599999999999998,1
T26517,3231,409.31,Bank Transfer,15.0,Tablet,Boston,1,97,2,UPI,0.14432989690721648,-1.303876060645971,0,0.6185567010309279,1,0.2857142857142857,1
T6234,1566,897.65,ATM Withdrawal,2.0,Tablet,Chicago,2,19,10,Credit Card,0.42105263157894735,-1.0997821252102769,1,10.0,1,0.9523809523809523,1
T6254,4110,1634.67,ATM Withdrawal,9.0,Unknown Device,Houston,2,24,10,UPI,0.75,-0.6969577513400397,0,10.0,1,1.5789473684210527,1
T48036,1080,2846.6,POS Payment,16.0,Tablet,Miami,2,24,13,Net Banking,0.5416666666666666,0.9328283139870331,0,13.0,1,1.7244897959183674,1
T2991,3691,3279.98,ATM Withdrawal,15.0,Desktop,Houston,3,32,8,UPI,0.28125,-0.28080695460632726,0,7.5,1,0.935064935064935,1
T37643,2527,19.03,Bank Transfer,7.0,Unknown Device,New York,1,45,10,Net Banking,0.24444444444444444,-1.9416121055628757,0,6.666666666666667,1,1.2222222222222223,1
T20185,3393,3071.62,POS Payment,11.0,Desktop,Los Angeles,1,87,14,Credit Card,0.10344827586206896,0.2558562205267024,0,4.827586206896552,1,1.6153846153846154,1
T6740,2037,1646.2,Online Purchase,23.0,Mobile,Miami,2,48,1,Net Banking,0.3125,-0.6279552868267013,0,0.625,1,0.15,1
T31885,1093,1437.74,ATM Withdrawal,17.0,Desktop,Chicago,3,44,8,UPI,0.22727272727272727,-1.0864796512368542,0,5.454545454545455,1,1.1764705882352942,1
T16197,4529,4439.77,Bill Payment,6.0,Tablet,Miami,1,57,3,Debit Card,0.17543859649122806,1.17331854401328,1,1.5789473684210527,1,0.4545454545454546,1
T28623,3831,49997.8,ATM Withdrawal,7.0,Tablet,Miami,1,69,11,Credit Card,0.17391304347826086,2.995155603233053,0,4.782608695652175,1,1.2692307692307694,1
T5263,2401,3383.2,Bill Payment,22.0,Unknown Device,Seattle,0,119,5,Debit Card,0.14285714285714285,-0.2178063291306976,0,1.2605042016806722,1,0.5944055944055944,1
T16774,4666,2219.25,Bank Transfer,6.0,Mobile,Chicago,2,107,12,Debit Card,0.11214953271028037,-0.12778593846945438,1,3.364485981308411,1,1.6551724137931034,1
T12696,1292,2394.52,Bank Transfer,10.0,Unknown Device,New York,1,39,3,UPI,0.41025641025641024,-0.19096626676836762,0,2.3076923076923075,1,0.32653061224489793,1
T49700,1348,3625.25,Bill Payment,2.0,Desktop,Chicago,3,36,1,Net Banking,0.4444444444444444,0.8443655885172338,1,0.8333333333333334,1,0.13675213675213677,1
T9265,4771,4313.0,Online Purchase,7.0,Tablet,Miami,3,110,1,Net Banking,0.08181818181818182,0.9033441189024995,0,0.27272727272727276,1,0.12,1
T18628,4275,886.61,POS Payment,21.0,Tablet,New York,1,99,5,Net Banking,0.1919191919191919,-1.063924467220902,0,1.5151515151515151,1,0.7983193277310924,1
T36385,3055,1618.31,Online Purchase,11.0,Desktop,Seattle,0,36,11,Debit Card,0.25,-0.7164409963733119,0,9.166666666666668,1,1.2531645569620251,1
T10946,4301,4848.1,Bank Transfer,6.0,Desktop,San Francisco,3,79,1,Debit Card,0.16455696202531644,1.3921407694939043,1,0.379746835443038,1,0.14772727272727273,1
T13684,3104,1449.4,Online Purchase,8.0,Desktop,New York,4,89,10,Credit Card,0.21348314606741572,-0.4719223704035305,0,3.3707865168539324,1,1.6379310344827585,1
T19496,2254,2278.34,Bank Transfer,22.0,Desktop,Seattle,3,62,2,Credit Card,0.1935483870967742,-0.3291288108335387,0,0.9677419354838709,1,0.23762376237623764,1
T26413,2240,4708.3,ATM Withdrawal,21.0,Tablet,San Francisco,3,90,3,UPI,0.12222222222222222,1.054466658512667,0,1.0,1,0.39285714285714285,1
T30999,1039,214.75,POS Payment,1.0,Desktop,Houston,2,46,8,UPI,0.2608695652173913,-0.38464491225451053,1,5.217391304347826,1,0.8807339449541284,1
T28966,2369,2737.25,Bill Payment,4.0,Tablet,Houston,2,110,4,,0.12727272727272726,-0.2562893757456406,1,1.090909090909091,1,0.5233644859813084,1
T35122,1279,2892.0,Bill Payment,6.0,Mobile,Los Angeles,3,44,12,Debit Card,0.20454545454545456,-0.3517548929663636,1,8.181818181818182,1,1.5652173913043477,1
T48584,3239,4632.94,Bank Transfer,16.0,Tablet,,0,67,10,Debit Card,0.1791044776119403,1.4384267251239555,0,4.477611940298507,1,1.3636363636363638,1
T33675,3572,3580.95,Online Purchase,18.0,,San Francisco,2,83,1,Debit Card,0.18072289156626506,0.2817981216178194,0,0.3614457831325301,1,0.12295081967213116,1
T49994,4889,3979.13,Bill Payment,7.0,,New York,2,17,13,Net Banking,0.47058823529411764,-0.26047139139337777,0,13.0,1,1.6774193548387097,1
T46592,1512,168.05,Online Purchase,10.0,Tablet,Chicago,0,116,8,UPI,0.0603448275862069,-1.3727417960324602,0,2.0689655172413794,1,1.2444444444444445,1
T14708,2676,2200.89,ATM Withdrawal,21.0,Mobile,Chicago,0,23,9,Debit Card,0.6956521739130435,-0.3173381778513803,0,9.0,1,1.152,1
T1443,3847,1986.25,ATM Withdrawal,6.0,,Houston,1,62,8,Net Banking,0.1774193548387097,0.12298054299936846,1,3.8709677419354835,1,1.0232558139534884,1
T45284,1673,2542.58,Bill Payment,15.0,Desktop,New York,0,43,4,Invalid Method,0.23255813953488372,1.4718991476613406,0,2.7906976744186047,1,0.5333333333333333,1
T13487,3759,4751.29,Bill Payment,21.0,Tablet,Seattle,0,26,14,UPI,0.3076923076923077,1.5166658705242322,0,14.0,1,1.671641791044776,1
T22903,4787,1689.79,ATM Withdrawal,19.0,Mobile,Seattle,3,97,4,UPI,0.1134020618556701,-0.7965991792596142,0,1.2371134020618557,1,0.4888888888888889,1
T20155,2617,1861.7,Online Purchase,13.0,Mobile,San Francisco,4,74,14,UPI,0.24324324324324326,-0.3245148316110377,0,5.675675675675675,1,1.7142857142857144,1
T11539,1945,,Bank Transfer,15.0,Mobile,Miami,1,82,11,Invalid Method,0.13414634146341464,,0,4.024390243902439,1,1.1203703703703705,1
T22461,3379,2517.25,POS Payment,1.0,Desktop,New York,0,25,13,UPI,0.48,-0.5122113064556276,1,13.0,1,1.7528089887640448,1
T22783,2256,2743.99,ATM Withdrawal,8.0,,Chicago,0,11,8,Net Banking,1.4545454545454546,0.19448275258314213,0,8.0,1,0.927536231884058,1
T45472,3163,889.96,Bill Payment,7.0,Tablet,New York,3,31,10,Net Banking,0.45161290322580644,-1.3754277381334066,0,9.677419354838708,1,1.386138613861386,1
T19035,4754,1468.17,Bank Transfer,16.0,Mobile,Los Angeles,4,8,7,Debit Card,1.375,-0.2702862427071298,0,7.0,1,0.8105263157894737,1
T23640,1713,4338.99,POS Payment,16.0,Mobile,Seattle,1,39,8,Debit Card,0.3076923076923077,1.168933710338156,0,6.153846153846153,1,1.021276595744681,1
T15220,1768,912.29,Online Purchase,1.0,Mobile,Chicago,0,93,5,Credit Card,0.13978494623655913,-0.7295518723944657,1,1.6129032258064515,1,0.8783783783783784,1
T23314,1720,3771.33,ATM Withdrawal,22.0,Desktop,Houston,1,20,4,Debit Card,0.45,1.1334705822938345,0,4.0,1,0.4864864864864865,1
T32049,2621,1235.36,ATM Withdrawal,7.0,Desktop,Miami,2,51,6,UPI,0.29411764705882354,-1.0529457954901136,0,3.5294117647058822,1,0.6617647058823529,1
T12213,2907,2616.34,Bill Payment,22.0,Desktop,New York,2,103,10,Credit Card,0.1650485436893204,-0.07339614225592925,0,2.912621359223301,1,1.2056737588652482,1
T45196,2960,1302.92,POS Payment,21.0,Tablet,Houston,1,49,2,UPI,0.3469387755102041,-0.31936196406168504,0,1.2244897959183674,1,0.23129251700680273,1
T8762,1434,3110.69,Bill Payment,,Mobile,,4,117,10,Credit Card,0.10256410256410256,1.1828636408762,0,2.5641025641025643,1,1.9354838709677418,1
T37703,1629,2203.69,Online Purchase,3.0,Mobile,Miami,1,78,7,Debit Card,0.19230769230769232,-0.16064598150736437,1,2.692307692307692,1,0.801526717557252,1
T5439,2546,2640.13,Online Purchase,20.0,Desktop,New York,2,118,14,UPI,0.0847457627118644,0.3171783612336659,0,3.5593220338983054,1,1.5217391304347827,0
T41795,3618,4251.57,Online Purchase,14.0,Mobile,Seattle,0,1,8,Debit Card,11.0,1.0511832555297445,0,8.0,1,1.0602409638554215,1
T30490,3503,4918.07,Bank Transfer,22.0,Desktop,Los Angeles,2,30,5,Debit Card,0.5,1.1891496938933501,0,5.0,1,0.8426966292134831,1
T7463,2358,2389.09,POS Payment,12.0,Mobile,Boston,2,75,4,UPI,0.2,0.3975687762913696,0,1.6,1,0.49586776859504134,1
T34903,3209,3073.77,POS Payment,14.0,Tablet,Miami,1,61,7,Net Banking,0.2459016393442623,0.10297504509309167,0,3.4426229508196724,1,1.0096153846153846,1
T20632,2379,1421.32,POS Payment,15.0,Desktop,San Francisco,1,72,5,Credit Card,0.1527777777777778,-0.6322558726893996,0,2.0833333333333335,1,0.8333333333333334,1
T32870,4509,4092.86,Bill Payment,3.0,Mobile,Seattle,4,8,13,Net Banking,1.75,0.73107398887808,1,13.0,1,1.5166666666666666,1
T912,2140,3278.57,ATM Withdrawal,18.0,Mobile,San Francisco,4,97,8,Invalid Method,0.14432989690721648,0.5604069823583513,0,2.4742268041237114,1,1.5555555555555554,1
T2773,2184,2228.71,POS Payment,21.0,Tablet,Los Angeles,0,84,3,UPI,0.2619047619047619,0.2515207078424379,0,1.0714285714285714,1,0.3728813559322034,1
T44918,4423,3079.56,POS Payment,7.0,Mobile,Houston,1,114,14,Debit Card,0.12280701754385964,-0.21580441299472314,0,3.68421052631579,1,1.8148148148148149,1
T2352,3994,2130.79,Bank Transfer,4.0,Desktop,Miami,3,8,2,UPI,1.5,-0.3291058101908591,1,2.0,1,0.32876712328767127,1
T20341,3070,4162.96,Bank Transfer,7.0,Tablet,,2,9,12,Net Banking,1.4444444444444444,1.0910397523383717,0,12.0,1,1.5294117647058825,1
T42061,4840,3792.39,Bank Transfer,12.0,,Boston,2,114,14,Debit Card,0.07894736842105263,0.6639325955258203,0,3.68421052631579,1,1.8,0
T18730,2033,4251.43,ATM Withdrawal,3.0,Desktop,Boston,1,20,6,Debit Card,0.45,-0.18789940646830994,1,6.0,1,0.7105263157894737,1
T22754,4799,1380.51,ATM Withdrawal,2.0,,San Francisco,3,63,1,Net Banking,0.23809523809523808,-0.5156494685285758,1,0.47619047619047616,1,0.16666666666666666,1
T18178,1971,3527.14,Bill Payment,3.0,Tablet,New York,2,76,7,Net Banking,0.11842105263157894,0.43794123386282663,1,2.763157894736842,1,1.1454545454545455,1
T3943,4831,629.5,ATM Withdrawal,14.0,Desktop,Los Angeles,2,58,1,Credit Card,0.20689655172413793,-0.41372563449721517,0,0.5172413793103449,1,0.13186813186813187,1
T42989,4551,3568.17,Bill Payment,9.0,Mobile,Boston,0,28,11,Credit Card,0.5357142857142857,1.1582262270305628,0,11.0,1,1.2595419847328246,1
T14632,1066,378.14,Online Purchase,1.0,Tablet,Miami,2,17,10,Debit Card,0.6470588235294118,-1.3993580350149524,1,10.0,1,0.9821428571428572,1
T10190,2533,1415.87,Bank Transfer,2.0,Tablet,Boston,0,15,8,Net Banking,0.6666666666666666,-0.5170715129373723,1,8.0,1,0.8,1
T39021,3027,2090.62,ATM Withdrawal,11.0,Tablet,Los Angeles,3,43,2,,0.37209302325581395,-0.3456416253600684,0,1.3953488372093024,1,0.32,1
T2596,4665,4083.69,ATM Withdrawal,6.0,Tablet,Houston,4,95,11,UPI,0.14736842105263157,0.6333871614482783,1,3.473684210526316,1,1.2222222222222223,1
T23429,2668,3139.82,Bank Transfer,9.0,Desktop,New York,2,37,3,Net Banking,0.2702702702702703,0.6483052262100789,0,2.4324324324324325,1,0.3333333333333333,1
T2443,3781,1238.71,Online Purchase,17.0,Desktop,Miami,1,76,4,Credit Card,0.09210526315789473,-1.3943952038412142,0,1.5789473684210527,1,0.459016393442623,1
T1296,3324,2929.03,POS Payment,4.0,Desktop,Chicago,2,66,12,Net Banking,0.25757575757575757,0.24956011836069414,1,5.454545454545454,1,1.5692307692307692,1
T29097,2362,2630.6,ATM Withdrawal,15.0,Tablet,New York,3,16,5,Credit Card,0.875,0.29020037487762657,0,5.0,1,0.5147058823529412,1
T2650,1294,836.67,Online Purchase,5.0,Desktop,New York,1,13,4,Credit Card,1.0769230769230769,-0.925131536878195,1,4.0,1,0.5773195876288659,1
T14479,4254,2316.31,POS Payment,8.0,Mobile,Chicago,3,81,9,,0.18518518518518517,-0.0652369429081061,0,3.333333333333333,1,1.0465116279069768,1
T1808,3573,2606.78,ATM Withdrawal,5.0,Mobile,Los Angeles,2,8,1,Net Banking,1.125,1.066556155174372,1,1.0,1,0.16666666666666666,1
T43971,4534,2929.25,Bill Payment,7.0,Unknown Device,Seattle,2,56,12,Net Banking,0.4642857142857143,0.5207788145896284,0,6.428571428571429,1,1.6,1
T2862,2112,49997.8,Bill Payment,13.0,Mobile,Boston,3,60,6,UPI,0.2833333333333333,3.6016492090730847,0,3.0,1,0.6580645161290323,1
T35592,3482,3162.49,Bill Payment,,,Seattle,4,107,8,,0.11214953271028037,0.17446843899786368,0,2.2429906542056073,1,1.0666666666666667,1
T48203,4323,3687.78,Online Purchase,1.0,Tablet,San Francisco,3,71,10,,0.2112676056338028,-0.18191030155844692,1,4.225352112676056,1,1.4423076923076923,1
T8898,1787,4456.69,POS Payment,5.0,Tablet,Boston,0,84,13,Credit Card,0.14285714285714285,1.4981057002901381,1,4.642857142857143,1,1.6595744680851063,1
T9312,1051,2642.51,POS Payment,3.0,Mobile,Los Angeles,1,92,4,Debit Card,0.13043478260869565,0.08343071904608415,1,1.3043478260869565,1,0.5161290322580645,1
T42927,4231,1948.2,Online Purchase,14.0,Mobile,Los Angeles,2,73,3,Credit Card,0.1917808219178082,-0.3950066977136104,0,1.2328767123287672,1,0.33070866141732286,1
T18599,4148,2936.33,POS Payment,13.0,Desktop,Miami,2,82,14,Credit Card,0.18292682926829268,0.2760361085545285,0,5.121951219512195,1,1.926605504587156,1
T32282,2036,4526.05,ATM Withdrawal,20.0,Desktop,,2,110,5,UPI,0.17272727272727273,1.1290342696690714,0,1.3636363636363638,1,0.6643356643356644,1
T1749,3782,299.07,ATM Withdrawal,5.0,Tablet,Houston,1,113,4,Debit Card,0.1592920353982301,-1.7288799263685937,1,1.0619469026548674,1,0.5714285714285714,1
T49127,4664,4228.56,ATM Withdrawal,1.0,Tablet,Miami,4,93,7,Debit Card,0.12903225806451613,-0.18375973300857057,1,2.258064516129032,1,0.9882352941176471,1
T22504,4747,4249.97,Bill Payment,19.0,Desktop,Los Angeles,1,4,3,UPI,6.25,1.2016830135872185,0,3.0,1,0.4076086956521739,1
T19039,2410,2944.35,Online Purchase,8.0,Desktop,Chicago,0,3,11,Net Banking,3.6666666666666665,0.7646449315639002,0,11.0,1,1.423529411764706,1
T24007,1987,3173.7,ATM Withdrawal,16.0,Tablet,San Francisco,4,86,11,Debit Card,0.2441860465116279,0.5724857211821437,0,3.8372093023255816,1,1.673913043478261,1
T28284,4233,3921.93,Online Purchase,0.0,Desktop,New York,3,56,12,Net Banking,0.16071428571428573,0.8050418033988699,1,6.428571428571429,1,1.1489361702127658,1
T2742,3212,3271.89,Online Purchase,22.0,Unknown Device,Los Angeles,1,79,9,Credit Card,0.20253164556962025,0.6576223980738928,0,3.4177215189873418,1,1.2972972972972974,1
T4564,3532,1776.08,Bank Transfer,12.0,Tablet,,2,84,7,Debit Card,0.14285714285714285,-0.6218517611975258,0,2.5,1,0.7058823529411765,1
T25886,1592,4333.54,Online Purchase,22.0,Desktop,Seattle,0,20,6,Net Banking,0.65,1.109543044563661,0,6.0,1,0.8387096774193548,1
T4620,1048,236.9,Bill Payment,21.0,Tablet,Chicago,2,65,3,UPI,0.24615384615384617,-1.1475296718983437,0,1.3846153846153848,1,0.34285714285714286,1
T8154,1565,3504.7,Online Purchase,15.0,Tablet,Los Angeles,0,63,8,UPI,0.2857142857142857,0.355423231420806,0,3.8095238095238093,1,0.979591836734694,1
T7812,4364,907.77,Online Purchase,10.0,Mobile,Chicago,3,109,11,Net Banking,0.12844036697247707,-1.256322957494013,0,3.0275229357798166,1,1.4000000000000001,1
T9271,2905,4370.56,Online Purchase,17.0,Tablet,Boston,2,2,1,UPI,4.0,0.9994899940758006,0,1.0,1,0.21621621621621623,1
T10255,4151,3160.33,Bill Payment,16.0,Desktop,New York,2,59,2,UPI,0.288135593220339,-0.22436163533323306,0,1.0169491525423728,1,0.2956521739130435,1
T2159,3466,11.21,Bill Payment,22.0,Mobile,Miami,3,116,10,Net Banking,0.10344827586206896,-1.296006429949035,0,2.586206896551724,1,1.348314606741573,1
T23264,4346,344.85,Bank Transfer,21.0,Tablet,Los Angeles,4,49,8,Debit Card,0.3469387755102041,-1.9134184595151988,0,4.8979591836734695,1,1.096774193548387,1
T21168,2140,117.29,Bank Transfer,,Desktop,San Francisco,3,62,4,Net Banking,0.22580645161290322,-1.5369274158301123,0,1.9354838709677418,1,0.7777777777777777,1
T36980,2002,1235.1,Bank Transfer,,Tablet,Houston,0,103,8,Debit Card,0.11650485436893204,-0.6905155878342957,0,2.330097087378641,1,1.0786516853932584,1
T47802,3936,2022.69,POS Payment,23.0,Desktop,Chicago,4,58,5,Net Banking,0.22413793103448276,-0.6822960780369698,0,2.586206896551724,1,0.8227848101265823,1
T14501,4022,1791.53,Bill Payment,1.0,Desktop,Seattle,2,119,7,,0.12605042016806722,-1.0840864914529849,1,1.7647058823529411,1,1.0,1
T46044,4008,1057.34,POS Payment,14.0,Mobile,Chicago,1,5,6,Credit Card,2.4,-0.7195132393917271,0,6.0,1,0.75,1
T31289,4666,250.35,Online Purchase,23.0,Tablet,Houston,1,100,5,Debit Card,0.12,-1.3747334562563203,0,1.5,1,0.6896551724137931,1
T34747,3483,753.07,Bank Transfer,18.0,Desktop,Boston,0,62,1,,0.1935483870967742,-0.45950494698405975,0,0.48387096774193544,1,0.19672131147540986,1
T31585,4059,260.62,ATM Withdrawal,10.0,Desktop,Houston,3,9,10,Credit Card,1.3333333333333333,-1.7185436216067462,0,10.0,1,1.2765957446808511,1
T20586,2383,3582.02,POS Payment,16.0,Desktop,Seattle,4,110,13,Debit Card,0.12727272727272726,0.24923161789921544,0,3.5454545454545454,1,1.3893129770992365,0
T14006,2613,3690.24,Bill Payment,18.0,,Miami,1,58,2,UPI,0.2413793103448276,1.3055016324217452,0,1.0344827586206897,1,0.27184466019417475,1
T7063,2229,2921.87,POS Payment,13.0,Mobile,Boston,2,9,6,Credit Card,0.7777777777777778,0.6442913984424155,0,6.0,1,0.7241379310344827,1
T28633,3319,1435.83,POS Payment,14.0,Tablet,San Francisco,3,1,3,UPI,8.0,-0.4721458559315097,0,3.0,1,0.4897959183673469,1
T29888,3670,3957.27,Bank Transfer,12.0,Desktop,Boston,0,55,12,Credit Card,0.34545454545454546,-0.09014359173362974,0,6.545454545454546,1,1.4339622641509435,1
T8569,3062,384.77,ATM Withdrawal,6.0,Mobile,,2,71,10,Credit Card,0.16901408450704225,-1.290193255787469,1,4.225352112676056,1,1.263157894736842,1
T3270,2428,2621.68,ATM Withdrawal,13.0,Mobile,Boston,3,99,6,UPI,0.12121212121212122,0.6944525975427626,0,1.8181818181818183,1,0.631578947368421,1
T43353,1720,1513.35,ATM Withdrawal,17.0,Desktop,New York,3,59,10,Credit Card,0.15254237288135594,-0.4643956964134884,0,5.084745762711865,1,1.2162162162162162,1
T18845,2740,4069.97,Online Purchase,18.0,Desktop,Miami,0,62,4,Debit Card,0.0967741935483871,0.7531175515815879,0,1.9354838709677418,1,0.48,1
T8403,4622,4543.72,POS Payment,7.0,Mobile,New York,4,42,8,UPI,0.23809523809523808,1.2057494956603148,0,5.714285714285714,1,1.095890410958904,1
T45553,2975,2089.81,Bank Transfer,8.0,Mobile,Boston,0,83,4,Debit Card,0.18072289156626506,-0.5487922810403132,0,1.4457831325301205,1,0.5714285714285714,1
T11025,3479,2558.0,Bill Payment,13.0,Desktop,San Francisco,4,63,10,UPI,0.15873015873015872,0.1106160171997485,0,4.761904761904762,1,1.4285714285714286,1
T5862,4277,3376.06,Online Purchase,1.0,,Seattle,3,5,10,Invalid Method,2.2,0.03225345035375936,1,10.0,1,1.134020618556701,1
T37289,1497,3985.37,Bank Transfer,14.0,Mobile,Boston,1,51,1,Credit Card,0.3333333333333333,0.5597175177567651,0,0.5882352941176471,1,0.11805555555555555,1
T49163,2086,1025.68,POS Payment,22.0,Mobile,San Francisco,1,72,5,Debit Card,0.18055555555555555,-0.9675434140110628,0,2.0833333333333335,1,0.6632653061224489,1
T7937,4039,3009.46,Bank Transfer,4.0,Mobile,Miami,4,29,1,Net Banking,0.5862068965517241,-0.16811186328489044,1,1.0,1,0.1349206349206349,1
T42068,3440,1281.05,POS Payment,14.0,Tablet,San Francisco,1,31,1,UPI,0.3870967741935484,-0.9579221256660683,0,0.9677419354838709,1,0.13186813186813187,1
T10497,1640,4016.91,Bill Payment,3.0,Unknown Device,Seattle,3,110,5,Credit Card,0.08181818181818182,-0.26710774251644853,1,1.3636363636363638,1,0.6428571428571429,1
T13329,4286,1398.79,ATM Withdrawal,,Desktop,,2,13,6,Net Banking,0.6923076923076923,-0.6879421925948691,0,6.0,1,0.9818181818181819,1
T28602,3839,3453.94,Bank Transfer,0.0,Tablet,,0,5,14,Debit Card,1.4,0.7268738661736435,1,14.0,1,1.8148148148148149,1
T17621,4666,4390.77,POS Payment,20.0,,New York,0,63,9,Credit Card,0.19047619047619047,1.2474852656671374,0,4.285714285714286,1,1.2413793103448276,1
T15046,3532,4263.06,POS Payment,22.0,Mobile,Seattle,3,93,3,Credit Card,0.12903225806451613,1.433830693423901,0,0.9677419354838709,1,0.3025210084033614,1
T34554,2363,4329.31,Online Purchase,0.0,Desktop,New York,4,33,5,Net Banking,0.3939393939393939,1.4464872280165382,1,4.545454545454545,1,0.8227848101265823,1
T48253,4024,854.36,ATM Withdrawal,21.0,Tablet,San Francisco,2,117,5,Credit Card,0.09401709401709402,-0.9548733767535453,0,1.2820512820512822,1,0.5238095238095238,1
T30965,2922,3549.83,Bill Payment,0.0,Tablet,Miami,0,106,8,UPI,0.1320754716981132,0.6050781242674937,1,2.2641509433962264,1,0.8549618320610687,1
T14829,2832,4979.16,Bank Transfer,15.0,Tablet,,0,73,6,UPI,0.1780821917808219,1.44368743954425,0,2.4657534246575343,1,0.6290322580645161,1
T21825,1343,4672.8,Online Purchase,4.0,,Boston,1,76,3,UPI,0.2236842105263158,1.1961390392949505,1,1.1842105263157896,1,0.4015748031496063,1
T32535,3940,679.29,Bill Payment,13.0,Desktop,Houston,4,61,14,Net Banking,0.2786885245901639,-0.4260442547360026,0,6.885245901639345,1,1.8888888888888888,1
T46561,3354,3158.07,ATM Withdrawal,19.0,Desktop,New York,2,106,10,UPI,0.16037735849056603,0.45061347106580807,0,2.8301886792452833,1,1.2878787878787878,1
T36215,3449,4072.01,POS Payment,15.0,Desktop,Houston,2,46,6,Credit Card,0.2608695652173913,0.9730067662702239,0,3.913043478260869,1,0.7422680412371133,1
T5905,4750,2369.09,Bank Transfer,16.0,Tablet,Miami,2,10,7,Invalid Method,1.2,-0.5540888241359654,0,7.0,1,1.105263157894737,1
T30428,1343,3248.03,Online Purchase,19.0,Desktop,Houston,2,93,13,Credit Card,0.1827956989247312,0.3781795055093666,0,4.193548387096774,1,1.7401574803149606,1
T37314,3035,2046.23,POS Payment,20.0,Desktop,Houston,2,50,4,Invalid Method,0.34,-0.12382982364655619,0,2.4,1,0.6938775510204082,1
T26588,4666,2164.04,ATM Withdrawal,20.0,Desktop,Boston,2,118,7,Net Banking,0.1016949152542373,-0.1627516413781917,0,1.7796610169491527,1,0.9655172413793104,1
T39015,1683,3593.75,ATM Withdrawal,8.0,Tablet,Chicago,4,114,7,UPI,0.09649122807017543,1.4717835827255792,0,1.842105263157895,1,0.706422018348624,1
T14487,4019,1897.81,Bill Payment,9.0,Unknown Device,New York,2,49,11,Net Banking,0.2653061224489796,-0.3571793322658499,0,6.73469387755102,1,1.361904761904762,1
T48722,2500,413.91,POS Payment,5.0,Desktop,New York,3,42,9,Debit Card,0.40476190476190477,-2.1903641910138543,1,6.428571428571429,1,1.2338709677419355,1
T31328,4125,4722.82,POS Payment,17.0,Desktop,Miami,2,29,12,Debit Card,0.3448275862068966,1.0369267035865317,0,12.0,1,1.4814814814814816,1
T8933,4579,4919.45,POS Payment,,Tablet,Los Angeles,1,84,12,Net Banking,0.15476190476190477,1.740221213054464,0,4.285714285714286,1,1.2,1
T6464,2530,4766.39,Online Purchase,0.0,,New York,0,35,11,Debit Card,0.3142857142857143,1.5955987924128392,1,9.428571428571429,1,1.7042253521126762,1
